contribution_id,contribution_code,type,title,date_time,abstract,footnotes,session,session_code,page_number
24,WEA02,Invited Oral Presentation,Nb3Sn development for low-beta cavities,"Wednesday, September 24, 2025 8:50 AM",Nb3Sn has been identified as the most promising next-generation superconducting material for,"Funding Agency
Author: PETERSEN, Troy (Argonne National Laboratory)
Co-authors: AGUSTSSON, Ronald (RadiaBeam Technologies (United States)) ;EREMEEV, Grigory
(Fermi National Accelerator Laboratory) ;GUILFOYLE, Ben (Argonne National Laboratory) ;KEDZIE,
Mark (Argonne National Laboratory) ;KELLY, Michael (Argonne National Laboratory) ;KUTSAEV,
Sergey (RadiaBeam Technologies (United States)) ;POSEN, Sam (Fermi National Accelerator Labora-
tory);REID, Thomas (Argonne National Laboratory) ;SPRANZA, Edward (RadiaBeam Technologies
(United States)) ;TAGDULANG, Nikki (Fermi National Accelerator Laboratory) ;TENNIS, Brad (Fermi
National Accelerator Laboratory) ;XU, Shifu (Argonne National Laboratory) ;ZHOU, Yang (Argonne
National Laboratory)
Presenter: PETERSEN, Troy (Argonne National Laboratory)
Session Classification: Wednesday Oral Session: A
Track Classification: MC3: Cavities
September 29, 2025 Page 26",Wednesday Oral Session A,WEA,27
25,THA04,Invited Oral Presentation,Studies as a function of different ALD capping layers,"Thursday, September 25, 2025 9:30 AM",on cavity losses for QIS and accelerators,"Funding Agency
This material is based upon work supported by the U.S. Department of Energy, Office of Science,
National Quantum Information Science Research Centers, Superconducting Quantum Materials
and Systems Cen
Author: GRASSELLINO, Laura (Fermi National Accelerator Laboratory)
Co-authors: MURTHY, Akshay (Fermi National Accelerator Laboratory) ;ROMANENKO, Alexan-
der (Fermi National Accelerator Laboratory) ;GRASSELLINO, Anna (Fermi National Accelerator Labo-
ratory) ;BAFIA, Daniel (Fermi National Accelerator Laboratory) ;EREMEEV, Grigory (Fermi National
Accelerator Laboratory) ;POSEN, Sam (Fermi National Accelerator Laboratory) ;BELOMESTNYKH,
Sergey (Fermi National Accelerator Laboratory) ;PROSLIER, Thomas (Université Paris-Saclay) ;KALBOUSSI,
Yasmine (Commissariat à l’Energie Atomique)
September 29, 2025 Page 27",Thursday Oral Session A,THA,28
26,TUA04,Invited Oral Presentation,Studies of in-situ baking of SRF niobium cavities,"Tuesday, September 23, 2025 9:30 AM",without a furnace at HZB,"Funding Agency
Author: Dr PRUDNIKAVA, Alena (Helmholtz-Zentrum Berlin für Materialien und Energie)
Co-authors: TAMASHEVICH, Yegor (Helmholtz-Zentrum Berlin für Materialien und Energie) ;MATVEENKO,
Alexander (Helmholtz-Zentrum Berlin für Materialien und Energie) ;KNOBLOCH, Jens (University of
Siegen) ;KUGELER, Oliver (Helmholtz-Zentrum Berlin für Materialien und Energie) ;NEUMANN, Axel
(Helmholtz-Zentrum Berlin für Materialien und Energie)
Presenter: Dr PRUDNIKAVA, Alena (Helmholtz-Zentrum Berlin für Materialien und Energie)
Session Classification: Tuesday Oral Session: A
Track Classification: MC2: Fundamental SRF research and development
September 29, 2025 Page 29",Tuesday Oral Session A,TUA,30
27,MOA02,Invited Oral Presentation,Crystallinity in niobium oxides: a pathway for,"Monday, September 22, 2025 8:50 AM",mitigation of two-level system defects in niobium 3D,"Funding Agency
Author: PROSLIER, Thomas (Université Paris-Saclay)
Co-authors: EOZÉNOU, Fabien (Commissariat à l’Energie Atomique) ;JULLIEN, Grégoire (Commis-
sariat à l’Énergie Atomique et aux Énergies Alternatives) ;CURCI, Ivana (Université Paris-Saclay) ;MAU-
RICE, Luc (Commissariat à l’Energie Atomique) ;SAHUQUET, Patrick (Commissariat à l’Energie Atom-
ique);KALBOUSSI, Yasmine (Commissariat à l’Energie Atomique)
Presenter: PROSLIER, Thomas (Université Paris-Saclay)
Session Classification: Monday Oral Session: A
Track Classification: MC2: Fundamental SRF research and development
September 29, 2025 Page 30",Monday Opening and Awards,MOA,31
28,FRB04,Invited Oral Presentation,Perspectives of superconducting materials in SRF at,"Friday, September 26, 2025 12:00 PM",high fields for large physics experiments,"[1] D Alesini et al, Phys. Rev. D 99, 101101(R) (2019)
[2] S Calatroni, IEEE Trans. Appl. Supercond. 26, 3500204 (2016)
[3] A Alimenti et al, Instruments 6, 1 (2022)
Author: POMPEO, Nicola (Università degli Studi Roma Tre)
Co-authors: MAGALOTTI, Alessandro (Roma Tre University; Istituto Nazionale di Fisica Nucleare,
Sezione di Roma Tre) ;ALIMENTI, Andrea (Roma Tre University; Istituto Nazionale di Fisica Nucleare,
Sezione di Roma Tre) ;SILVA, Enrico (Roma Tre University; Istituto Nazionale di Fisica Nucleare, Sezione
September 29, 2025 Page 31",Friday Oral Session B,FRB,32
29,WEA05,Invited Oral Presentation,Beam acceleration with a Nb3Sn cryomodule at JLAB,"Wednesday, September 24, 2025 9:50 AM",A CEBAF-style quarter cryomodule with two Nb3Sn coated 5-cell CEBAF-style SRF cavities was,"Funding Agency
Authored by Jefferson Science Associates, LLC under U.S. DOE Contract No. DE-AC05-06OR23177.
Author: GENG, Rong-Li (Thomas Jefferson National Accelerator Facility)
Co-authors: BACHIMANCHI, Ramakrishna (Thomas Jefferson National Accelerator Facility) ;CIO-
VATI, Gianluigi (Thomas Jefferson National Accelerator Facility) ;CREEL, Jonathan (Thomas Jefferson
National Accelerator Facility) ;DRURY, Michael (Thomas Jefferson National Accelerator Facility) ;DUT-
TON, Stephen (Thomas Jefferson National Accelerator Facility) ;FISCHER, John (Thomas Jefferson Na-
tional Accelerator Facility) ;GALE, Natalie (Thomas Jefferson National Accelerator Facility) ;HESSE,
Kyle (Thomas Jefferson National Accelerator Facility) ;KING, Larry (Thomas Jefferson National Accel-
erator Facility) ;Dr KUZIKOV, Sergey (Thomas Jefferson National Accelerator Facility) ;LATSHAW,
James (Thomas Jefferson National Accelerator Facility) ;MARBLE, Gregory (Thomas Jefferson National
Accelerator Facility) ;MUSSON, John (Thomas Jefferson National Accelerator Facility) ;OWEN, Pe-
ter (Thomas Jefferson National Accelerator Facility) ;PLAWSKI, Tomasz (Thomas Jefferson National
Accelerator Facility) ;POELKER, Matt (Thomas Jefferson National Accelerator Facility) ;PUDASAINI,
Uttar (Thomas Jefferson National Accelerator Facility) ;WANG, Haipeng (Thomas Jefferson National
Accelerator Facility) ;WANG, Shaoheng (Thomas Jefferson National Accelerator Facility) ;WANG, Yan
(Thomas Jefferson National Accelerator Facility) ;WEAKS, Matt (Thomas Jefferson National Accelerator
Facility) ;GOMEZ, Xavier (Thomas Jefferson National Accelerator Facility)
Presenter: GENG, Rong-Li (Thomas Jefferson National Accelerator Facility)
Session Classification: Wednesday Oral Session: A
September 29, 2025 Page 33",Wednesday Oral Session A,WEA,34
31,MOB01,Invited Oral Presentation,Commissioning experience of ESS superconducting,"Monday, September 22, 2025 11:00 AM","The SCL is an in kind contribution to ESS by IJCLAB (spoke cavities and cryomodules), INFN","Funding Agency
Author: MAIANO, Cecilia (European Spallation Source)
Co-authors: BHATTACHARYYA, Anirban (European Spallation Source) ;ELIAS, Nuno (European
Spallation Source) ;GOUDKET, Philippe (European Spallation Source) ;JENSEN, Morten (European
Spallation Source) ;Mr KRAWCZYK, Artur (European Spallation Source) ;Mr NABYWANIEC, Mateusz
(European Spallation Source) ;PIERINI, Paolo (European Spallation Source) ;PRZYBILSKI, Henry (Euro-
pean Spallation Source) ;SKIBA, Marek (European Spallation Source) ;SVENSSON, Anders (European
Spallation Source) ;VAN VELZE, Peter (European Spallation Source) ;WANG, Muyuan (European Spal-
lation Source) ;Ms ZWOZNIAK, Agnieszka (European Spallation Source)
Presenter: MAIANO, Cecilia (European Spallation Source)
September 29, 2025 Page 35",Monday Oral Session B,MOB,36
32,TUP38,Poster Presentation,The plasma processing development for CSNS-II,"Tuesday, September 23, 2025 2:30 PM",superconducting Linac,"Funding Agency
Guangdong Basic and Applied Basic Research Foundation(Grant No.2022B1515120027)
Author: ZHANG, Cong (Institute of High Energy Physics)
Co-authors: LIU, Huachang (Dongguan Neutron Science Center) ;GE, Rui (Institute of High En-
ergy Physics) ;ZHOU, Wenzhong (Institute of High Energy Physics) ;LI, Ahong (Institute of High
Energy Physics) ;CHEN, Qiang (Institute of High Energy Physics) ;LI, Bo (Institute of High Energy
Physics) ;WU, Xiaolei (Dongguan Neutron Science Center) ;Dr FAN, Mengxu (Institute of High En-
ergy Physics) ;QU, Peihua (Institute of High Energy Physics) ;KONG, Qiyu (Institute of High Energy
Physics)
Presenter: ZHANG, Cong (Institute of High Energy Physics)
Session Classification: Tuesday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 37",Tuesday Poster Session,TUP,38
33,MOP72,Poster Presentation,The horizontal testing of CSNS-II elliptical,"Monday, September 22, 2025 2:30 PM",The China Spallation Neutron Source II (CSNS - II) necessitates 10 cryomodules equipped with dou-,"Funding Agency
Guangdong Basic and Applied Basic Research Foundation(Grant No.2022B1515120027)
Author: ZHANG, Cong (Institute of High Energy Physics)
Co-authors: LI, Ahong (Institute of High Energy Physics) ;LI, Bo (Institute of High Energy Physics) ;HE,
Feisi (Institute of High Energy Physics) ;LIU, Huachang (Dongguan Neutron Science Center) ;DAI, Jin
(Institute of High Energy Physics) ;Dr FAN, Mengxu (Institute of High Energy Physics) ;QU, Peihua
(Institute of High Energy Physics) ;CHEN, Qiang (Institute of High Energy Physics) ;KONG, Qiyu (Insti-
tute of High Energy Physics) ;GE, Rui (Institute of High Energy Physics) ;ZHOU, Wenzhong (Institute
of High Energy Physics) ;WU, Xiaolei (Dongguan Neutron Science Center)
Presenter: ZHANG, Cong (Institute of High Energy Physics)
Session Classification: Monday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 38",Monday Poster Session,MOP,39
34,THB05,Invited Oral Presentation,Cold Integration of the DESY CW L-band SRF,"Thursday, September 25, 2025 12:20 PM",Injector Cavity with Copper Photocathode,"Funding Agency
Work performed in the framework of R&D for future High Duty Cycle (HDC) operation of the
European XFEL and financed by the European XFEL GmbH.
Author: JASTER-MERZ, Sonja (Deutsches Elektronen-Synchrotron DESY)
Co-authors: NANDAWADEKAR, Ajit (European X-Ray Free-Electron Laser) ;HECK, Artur (Deutsches
Elektronen-Synchrotron DESY) ;ENGLING, Claudia (Deutsches Elektronen-Synchrotron DESY) ;KLINKE,
Daniel (Deutsches Elektronen-Synchrotron DESY) ;BAZYL, Dmitry (Deutsches Elektronen-Synchrotron
DESY) ;VOGEL, Elmar (Deutsches Elektronen-Synchrotron DESY) ;THIE, Jan-Hendrik (Deutsches
Elektronen-Synchrotron DESY) ;BRANLARD, Julien (Deutsches Elektronen-Synchrotron DESY) ;Dr
KASPRZAK, Karol (Deutsches Elektronen-Synchrotron DESY) ;JENSCH, Kay (Deutsches Elektronen-Syn-
chrotron DESY) ;MISIURA, Konrad (Deutsches Elektronen-Synchrotron DESY) ;TRELLE, Lennart
(Deutsches Elektronen-Synchrotron DESY) ;SCHMOEKEL, Manuela (Deutsches Elektronen-Synchrotron
DESY) ;SPRUZZOLA, Paolo (Istituto Nazionale di Fisica Nucleare, Sezione di Milano) ;PAPARELLA,
Rocco (Istituto Nazionale di Fisica Nucleare) ;MASOUDI, Schagayeg (Deutsches Elektronen-Synchrotron
DESY) ;BARBANOTTI, Serena (Deutsches Elektronen-Synchrotron DESY) ;MOGK, Silke (Deutsches
Elektronen-Synchrotron DESY)
Presenter: JASTER-MERZ, Sonja (Deutsches Elektronen-Synchrotron DESY)
Session Classification: Thursday Oral Session: B
September 29, 2025 Page 39",Thursday Oral Session B,THB,40
35,FRB03,Invited Oral Presentation,Overview on current activities of conduction-cooledSRF accelerators and their applications,"Friday, September 26, 2025 11:40 AM","When Nb₃Sn was reintroduced to the SRF community as an alternative to pure niobium, one key","Funding Agency
Author: VENNEKATE, John (Thomas Jefferson National Accelerator Facility)
Presenter: VENNEKATE, John (Thomas Jefferson National Accelerator Facility)
Session Classification: Friday Oral Session: B
Track Classification: MC5: SRF Applications
September 29, 2025 Page 41",Friday Oral Session B,FRB,42
36,MOP59,Poster Presentation,Conduction-cooled operation of an SRF multi-cell,"Monday, September 22, 2025 2:30 PM","The development of compact, SRF-based accelerators for applications beyond research is experi-","Funding Agency
Author: VENNEKATE, John (Thomas Jefferson National Accelerator Facility)
Co-authors: CASTILLA, Alejandro (Thomas Jefferson National Accelerator Facility) ;CHENG, Gary
(Thomas Jefferson National Accelerator Facility) ;CIOVATI, Gianluigi (Thomas Jefferson National Ac-
celerator Facility) ;HARDING, Keith (Thomas Jefferson National Accelerator Facility) ;O’BRIEN, Adam
(Thomas Jefferson National Accelerator Facility) ;PUDASAINI, Uttar (Thomas Jefferson National Accel-
erator Facility) ;RIMMER, Robert (Thomas Jefferson National Accelerator Facility) ;Dr HANNON, Fay
(Phase Space Tech) ;PACKARD, Drew (General Atomics (United States)) ;RATHKE, John (Advanced
Energy Systems (United States); JW Rathke Engineering Services) ;SCHULTHEISS, Tom (TJS Technolo-
gies)
Presenter: VENNEKATE, John (Thomas Jefferson National Accelerator Facility)
Session Classification: Monday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 42",Monday Poster Session,MOP,43
37,TUA01,Invited Oral Presentation,"Recent progress of SRF linac projects, HIAF and","Tuesday, September 23, 2025 8:30 AM",IMP is currently constructing three major SRF linacs: the High Intensity Heavy Ion Accelerator,"Funding Agency
Author: HE, Yuan (Institute of Modern Physics, Chinese Academy of Sciences)
Co-authors: HUANG, Shichun (Institute of Modern Physics) ;JIANG, TIANCAI (Institute of Modern
Physics)
Presenter: HE, Yuan (Institute of Modern Physics, Chinese Academy of Sciences)
Session Classification: Tuesday Oral Session: A
Track Classification: MC1: SRF Facilities
September 29, 2025 Page 43",Tuesday Oral Session A,TUA,44
38,MOP73,Poster Presentation,The higher order mode study of CSNS-II,"Monday, September 22, 2025 2:30 PM",superconducting Linac,"Funding Agency
Guangdong Basic and Applied Basic Research Foundation(Grant No.2022B1515120027)
Author: ZHANG, Cong (Institute of High Energy Physics)
Co-authors: LIU, Huachang (Dongguan Neutron Science Center) ;GE, Rui (Institute of High Energy
Physics) ;ZHOU, Wenzhong (Institute of High Energy Physics) ;LI, Ahong (Institute of High Energy
Physics) ;CHEN, Qiang (Institute of High Energy Physics) ;LI, Bo (Institute of High Energy Physics) ;Dr
FAN, Mengxu (Institute of High Energy Physics) ;QU, Peihua (Institute of High Energy Physics) ;KONG,
Qiyu (Institute of High Energy Physics)
Presenter: ZHANG, Cong (Institute of High Energy Physics)
Session Classification: Monday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 44",Monday Poster Session,MOP,45
39,FRA05,Invited Oral Presentation,SRF Cavity Development for the FCC-ee at 400/800,"Friday, September 26, 2025 9:50 AM",FCC-ee is the baseline for future lepton collider projects at CERN. To meet specific physics objec-,"Funding Agency
Author: GORGI ZADEH, Shahnam (European Organization for Nuclear Research)
Co-authors: PEAUGER, Franck (European Organization for Nuclear Research) ;ROSAZ, Guillaume
(European Organization for Nuclear Research) ;BRUNNER, Kristof (European Organization for Nuclear
Research) ;VENTURINI DELSOLARO, Walter (European Organization for Nuclear Research) ;ARAKI,
Hayato (High Energy Accelerator Research Organization) ;MCGEE, Kellen (Fermi National Accelerator
Laboratory) ;MIYAZAKI, Akira (Université Paris-Saclay, CNRS/IN2P3, IJCLab)
Presenter: GORGI ZADEH, Shahnam (European Organization for Nuclear Research)
Session Classification: Friday Oral Session: A
Track Classification: MC3: Cavities
September 29, 2025 Page 45",Friday Oral Session A,FRA,46
40,FRA02,Invited Oral Presentation,SRF technology challenges for the electron ion,"Friday, September 26, 2025 8:50 AM",The Electron Ion Collider (EIC) pushes the limits of superconducting radio frequency systems to,"Funding Agency
Authored by Jefferson Science Associates, LLC under U.S. DOE Contract No. DE-AC05-06OR23177
and DE-SC-0019287; and supported by Brookhaven Science Associates, LLC under U.S. Contract
No. DE-SC0012704.
Author: CONWAY, Zachary (Thomas Jefferson National Accelerator Facility)
Co-authors: LI, Zenghai (SLAC National Accelerator Laboratory) ;WANG, Shaoheng (Thomas
Jefferson National Accelerator Facility) ;DENNY, Philip (Thomas Jefferson National Accelerator Fa-
cility) ;Dr KUZIKOV, Sergey (Thomas Jefferson National Accelerator Facility) ;CASTILLA, Alejan-
dro (Thomas Jefferson National Accelerator Facility) ;ZALTSMAN, Alex (Brookhaven National Labo-
ratory) ;XIAO, Binping (Brookhaven National Laboratory) ;SAVRANSKY, David (Thomas Jefferson
National Accelerator Facility) ;SEVERINO, Freddy (Brookhaven National Laboratory) ;CHENG, Gary
(Thomas Jefferson National Accelerator Facility) ;NARAYAN, Geetha (Brookhaven National Labora-
tory);BURT, Graeme (Lancaster University) ;WANG, Haipeng (Thomas Jefferson National Acceler-
ator Facility) ;BRUTUS, Jean Clifford (Brookhaven National Laboratory) ;DELAYEN, Jean (Thomas
September 29, 2025 Page 46",Friday Oral Session A,FRA,47
41,FRA04,Invited Oral Presentation,Cryogenics for SRF accelerator facilities: recent,"Friday, September 26, 2025 9:30 AM",developments and challenges,"Funding Agency
Author: HASAN, Nusair (Facility for Rare Isotope Beams)
Co-authors: GANNI, Venkatarao (Facility for Rare Isotope Beams) ;HOWARD, Jonathon (Facility
for Rare Isotope Beams) ;CASAGRANDE, Fabio (Facility for Rare Isotope Beams)
Presenter: HASAN, Nusair (Facility for Rare Isotope Beams)
Session Classification: Friday Oral Session: A
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 48",Friday Oral Session A,FRA,49
42,MOA04,Invited Oral Presentation,"Specification, design, production and test schedule","Monday, September 22, 2025 9:30 AM",of cryomodule for SRF 5-year plan (MEXT-ATD) at,"Funding Agency
This work was supported by 【MEXT Development of key element technologies to improve the
performance of future accelerators Program 】Japan Grant Number JPMXP1423812204.
Author: YAMAMOTO, Yasuchika (High Energy Accelerator Research Organization)
Presenter: YAMAMOTO, Yasuchika (High Energy Accelerator Research Organization)
Session Classification: Monday Oral Session: A
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 49",Monday Opening and Awards,MOA,50
44,MOB04,Invited Oral Presentation,Status of SRF activities for the SHINE project,"Monday, September 22, 2025 12:00 PM","Recently, the SHINE Linac layout has been modified to use fewer cryomodules (CMs) to reach 8","Funding Agency
Author: CHEN, Jinfang (Shanghai Advanced Research Institute)
Co-authors: CAO, Shanshan (Shanghai Advanced Research Institute) ;Dr GONG, Lingling (Shang-
hai Advanced Research Institute, Chinese Academy of Sciences) ;Dr HE, Yongzhou (Shanghai Ad-
vanced Research Institute, Chinese Academy of Sciences) ;LI, Zheng (Shanghai Advanced Research
Institute, Chinese Academy of Sciences) ;LIU, Xuming (Shanghai Advanced Research Institute, Chi-
nese Academy of Sciences) ;PU, xiaoyun (Shanghai Advanced Research Institute, Chinese Academy
of Sciences) ;XING, Shuai (Shanghai Advanced Research Institute, Chinese Academy of Sciences) ;XI-
ANG, Shengwang (Shanghai Advanced Research Institute) ;ZHAI, Yanfei (Shanghai Advanced Research
Institute, Chinese Academy of Sciences) ;ZONG, Yue (Shanghai Advanced Research Institute) ;GU,
Duan (Shanghai Advanced Research Institute) ;HOU, Hongtao (Shanghai Advanced Research Insti-
tute);LU, Lijun (Shanghai Advanced Research Institute, Chinese Academy of Sciences) ;MA, Zhenyu
(Shanghai Advanced Research Institute, Chinese Academy of Sciences) ;ZHAO, Yeliang (Shanghai Ad-
vanced Research Institute, Chinese Academy of Sciences) ;ZHAO, ShenJie (Shanghai Advanced Re-
search Institute, Chinese Academy of Sciences) ;ZHENG, Xiang (Shanghai Advanced Research Insti-
tute, Chinese Academy of Sciences) ;JIANG, Zhiqiang (Shanghai Advanced Research Institute, Chinese
Academy of Sciences) ;YAN, Yingbing (Shanghai Advanced Research Institute, Chinese Academy of Sci-
ences) ;ZHAO, Yubin (Shanghai Advanced Research Institute, Chinese Academy of Sciences) ;ZHANG,
Meng (Shanghai Advanced Research Institute) ;SUN, Sen (Shanghai Advanced Research Institute, Chi-
nese Academy of Sciences) ;LIU, Yiyong (Shanghai Advanced Research Institute, Chinese Academy of
September 29, 2025 Page 50",Monday Oral Session B,MOB,51
45,WEB02,Invited Oral Presentation,Flux ratcheting: enhanced magnetic flux expulsion,"Wednesday, September 24, 2025 11:20 AM",in SIS multilayer structures,"Funding Agency
Author: TURNER, Daniel (European Organization for Nuclear Research)
Co-authors: MACPHERSON, Alick (European Organization for Nuclear Research) ;GONZÁLEZ
DÍAZ-PALACIO, Isabel (Universität Hamburg) ;PREECE, Lea (Universität Hamburg) ;WENSKAT, Marc
(Universität Hamburg)
Presenter: TURNER, Daniel (European Organization for Nuclear Research)
Session Classification: Wednesday Oral Session: B
Track Classification: MC2: Fundamental SRF research and development
September 29, 2025 Page 52",Wednesday Oral Session B,WEB,53
46,THB03,Invited Oral Presentation,Cavity surface inspection: automated defect,"Thursday, September 25, 2025 11:40 AM",detection using a short focus imaging system,"Funding Agency
Author: MATHEWS, Sonia (European Organization for Nuclear Research)
Co-authors: MACPHERSON, Alick (European Organization for Nuclear Research) ;STAPLEY, Niall
(European Organization for Nuclear Research)
Presenter: MATHEWS, Sonia (European Organization for Nuclear Research)
Session Classification: Thursday Oral Session: B
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 53",Thursday Oral Session B,THB,54
47,TUB03,Invited Oral Presentation,Advancements in HF-free bipolar pulsed,"Tuesday, September 23, 2025 11:40 AM",electropolishing for next-generation,"Funding Agency
Authors: TIAN, Hui (Thomas Jefferson National Accelerator Facility) ;GENG, Rong-Li (Thomas
Jefferson National Accelerator Facility)
Co-author: Dr GE, Mingqi (Thomas Jefferson National Accelerator Facility)
Presenter: GENG, Rong-Li (Thomas Jefferson National Accelerator Facility)
Session Classification: Tuesday Oral Session: B
Track Classification: MC3: Cavities
September 29, 2025 Page 54",Tuesday Oral Session B,TUB,55
49,THB04,Invited Oral Presentation,Status of the CW SRF gun development at FRIB for,"Thursday, September 25, 2025 12:00 PM",A superconducting radio-frequency photo-injector (SRF-PI) can in principle operate in continuous-,"Funding Agency
Work supported in part by the U.S. Department of Energy under contract number DEAC02-76SF00515
through FWP100903.
Author: SMEDLEY, John (SLAC National Accelerator Laboratory)
Co-authors: MANISCALCO, James (SLAC National Accelerator Laboratory) ;ADOLPHSEN, Chris
(SLAC National Accelerator Laboratory) ;JI, Fuhao (SLAC National Accelerator Laboratory) ;XU, Ting
(Facility for Rare Isotope Beams) ;CHOI, Yoonhyuck (Facility for Rare Isotope Beams) ;ELLIOTT, Kyle
(Facility for Rare Isotope Beams) ;GOWER, Blake (Facility for Rare Isotope Beams) ;TOUSIGNANT,
Bryan (Facility for Rare Isotope Beams) ;WENSTROM, John (Facility for Rare Isotope Beams) ;TAYLOR,
Alex (Facility for Rare Isotope Beams) ;COMPTON, Chris (Facility for Rare Isotope Beams) ;CHANG,
Wei (Facility for Rare Isotope Beams) ;DU, Xiaoji (Facility for Rare Isotope Beams) ;HARTUNG, Wal-
ter (Facility for Rare Isotope Beams) ;KIM, Sang-Hoon (Facility for Rare Isotope Beams) ;KONOMI,
Taro (Facility for Rare Isotope Beams) ;MILLER, Samuel (Facility for Rare Isotope Beams) ;MORRIS,
Dan (Facility for Rare Isotope Beams) ;PATIL, Mohit (Facility for Rare Isotope Beams) ;POPIELARSKI,
September 29, 2025 Page 55",Thursday Oral Session B,THB,56
50,MOP80,Poster Presentation,Enhancing niobium films for SRF and quantum,"Monday, September 22, 2025 2:30 PM",Niobium films are crucial for superconducting radiofrequency cavities and two-dimensional su-,"Funding Agency
Author: ABDISATAROV, Bektur (Fermi National Accelerator Laboratory)
Co-authors: EREMEEV, Grigory (Fermi National Accelerator Laboratory) ;Prof. HANI, Elsayed
Ali (Old Dominion University) ;BAFIA, Daniel (Fermi National Accelerator Laboratory) ;MURTHY,
Akshay (Fermi National Accelerator Laboratory) ;ROMANENKO, Alexander (Fermi National Acceler-
ator Laboratory) ;GRASSELLINO, Anna (Fermi National Accelerator Laboratory) ;CARLOS, Carlota
(European Organization for Nuclear Research) ;ROSAZ, Guillaume (European Organization for Nuclear
Research) ;CALATRONI, Sergio (European Organization for Nuclear Research)
Presenter: ABDISATAROV, Bektur (Fermi National Accelerator Laboratory)
September 29, 2025 Page 57",Monday Poster Session,MOP,58
51,WEB04,Invited Oral Presentation,Direct measurement of magnetic fields generated in,"Wednesday, September 24, 2025 12:00 PM",Nb3Sn samples during cooldown,"Funding Agency
Author: KRAMER, Felix (Helmholtz-Zentrum Berlin für Materialien und Energie)
Co-authors: Mr CIERPKA, Alexander (Helmholtz-Zentrum Berlin für Materialien und Energie) ;KUGELER,
Oliver (Helmholtz-Zentrum Berlin für Materialien und Energie) ;LU, Ming (Helmholtz-Zentrum Berlin
für Materialien und Energie) ;FONNESU, Dorothea (Istituto Nazionale di Fisica Nucleare) ;FORD,
Davide (Istituto Nazionale di Fisica Nucleare, Laboratori Nazionali di Legnaro) ;KNOBLOCH, Jens
(Helmholtz-Zentrum Berlin für Materialien und Energie; University of Siegen)
Presenter: KRAMER, Felix (Helmholtz-Zentrum Berlin für Materialien und Energie)
Session Classification: Wednesday Oral Session: B
Track Classification: MC2: Fundamental SRF research and development
September 29, 2025 Page 59",Wednesday Oral Session B,WEB,60
52,THP12,Poster Presentation,"Unveiling the interplay: cold work, recrystallization,","Thursday, September 25, 2025 2:30 PM",and flux expulsion in SRF cavities,"Funding Agency
The work is partially supported by the U.S. Department of Energy, Office of Science, Office of
High Energy Physics under Awards No. DE-SC 0009960. This is authored by Jefferson Science
Associates, LLC
Author: DHAKAL, Pashupati (Thomas Jefferson National Accelerator Facility)
Co-authors: KHANAL, Bashu (Old Dominion University) ;Dr BALACHANDRAN, Shreyas (Florida
State University) ;Dr CHETRI, Santosh (Florida State University; Applied Superconductivity Center) ;Dr
LEE, Peter (Florida State University; Applied Superconductivity Center) ;CIOVATI, Gianluigi (Thomas
Jefferson National Accelerator Facility)
Presenter: Dr CHETRI, Santosh (Florida State University; Applied Superconductivity Center)
Session Classification: Thursday Poster Session
Track Classification: MC2: Fundamental SRF research and development
September 29, 2025 Page 60",Thursday Poster Session,THP,61
53,TUP36,Student Poster Presentation,Preparation and test of Nb3Sn cavities by tin vapor,"Tuesday, September 23, 2025 2:30 PM",diffusion method at Peking University,"Funding Agency
Author: WANG, Ziyu (Peking University)
Co-authors: HAO, Jiankui (Peking University) ;HUANG, Senlin (Peking University) ;JIAO, Fei
(Peking University) ;LIN, Lin (Peking University) ;QVAN, Shengwen (Peking University) ;REN, Man-
qian (Peking University) ;WANG, Fang (Peking University) ;WANG, Gai (Peking University) ;ZHU,
Feng (Peking University)
Presenter: WANG, Ziyu (Peking University)
Session Classification: Tuesday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 61",Tuesday Poster Session,TUP,62
